GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US31023967600,31023967600,"Census Tract 9676, Butler County, Nebraska",3391,123,3343,122,21,24,9,17,0,10,0,10,8,11,10,13,0,10,10,13
1400000US31023967700,31023967700,"Census Tract 9677, Butler County, Nebraska",2978,70,2832,112,50,42,11,17,0,10,0,10,84,80,1,2,0,10,1,2
1400000US31023967800,31023967800,"Census Tract 9678, Butler County, Nebraska",1976,121,1965,122,5,6,1,2,5,8,0,10,0,10,0,10,0,10,0,10
1400000US31025965600,31025965600,"Census Tract 9656, Cass County, Nebraska",3596,248,3527,248,19,20,0,10,28,36,0,10,3,5,19,29,0,10,19,29
1400000US31025965700,31025965700,"Census Tract 9657, Cass County, Nebraska",4741,287,4679,285,5,9,0,10,2,4,0,10,38,50,17,19,0,10,17,19
1400000US31025965800,31025965800,"Census Tract 9658, Cass County, Nebraska",2883,128,2802,115,17,25,11,18,41,34,0,10,10,16,2,4,0,10,2,4
1400000US31025965900,31025965900,"Census Tract 9659, Cass County, Nebraska",5109,284,5011,284,0,14,26,32,2,4,0,14,25,21,45,37,1,4,44,37
1400000US31025966000,31025966000,"Census Tract 9660, Cass County, Nebraska",4056,245,3793,234,88,68,0,10,18,16,0,10,54,50,103,69,36,38,67,54
1400000US31025966100,31025966100,"Census Tract 9661, Cass County, Nebraska",4829,270,4670,258,34,45,0,10,11,12,0,10,0,10,114,74,0,10,114,74
1400000US31027977100,31027977100,"Census Tract 9771, Cedar County, Nebraska",4366,175,4324,176,12,15,14,10,2,3,0,10,0,10,14,13,0,10,14,13
1400000US31027977200,31027977200,"Census Tract 9772, Cedar County, Nebraska",4441,175,4390,177,0,10,5,6,13,10,0,10,0,10,33,18,0,10,33,18
1400000US31029961900,31029961900,"Census Tract 9619, Chase County, Nebraska",3964,*****,3883,87,1,3,0,10,0,10,0,10,19,26,61,64,43,57,18,17
1400000US31031955800,31031955800,"Census Tract 9558, Cherry County, Nebraska",4357,123,4003,176,2,3,136,133,75,77,0,10,0,10,141,94,0,10,141,94
1400000US31031955900,31031955900,"Census Tract 9559, Cherry County, Nebraska",1365,123,1346,125,11,20,8,13,0,10,0,10,0,10,0,10,0,10,0,10
1400000US31033954800,31033954800,"Census Tract 9548, Cheyenne County, Nebraska",2897,229,2832,230,8,14,2,4,13,20,0,10,6,9,36,40,6,11,30,37
1400000US31033954900,31033954900,"Census Tract 9549, Cheyenne County, Nebraska",4314,238,4182,240,1,2,61,36,54,76,0,10,0,10,16,21,10,15,6,13
1400000US31033955000,31033955000,"Census Tract 9550, Cheyenne County, Nebraska",2827,195,2684,198,19,16,0,10,124,78,0,10,0,10,0,10,0,10,0,10
1400000US31035962100,31035962100,"Census Tract 9621, Clay County, Nebraska",3650,134,3569,133,13,15,59,36,0,10,0,10,0,10,9,10,0,10,9,10
1400000US31035962200,31035962200,"Census Tract 9622, Clay County, Nebraska",2847,134,2774,113,1,2,7,11,0,10,27,38,16,20,22,21,6,10,16,18
1400000US31037964600,31037964600,"Census Tract 9646, Colfax County, Nebraska",2365,152,2340,155,0,10,4,7,6,13,0,10,5,8,10,12,4,6,6,10
1400000US31037964700,31037964700,"Census Tract 9647, Colfax County, Nebraska",1637,131,1603,136,2,3,5,8,0,10,0,10,13,17,14,20,0,10,14,20
1400000US31037964800,31037964800,"Census Tract 9648, Colfax County, Nebraska",6451,147,5522,378,136,107,76,109,10,19,8,13,282,179,417,308,83,93,334,298
1400000US31039972700,31039972700,"Census Tract 9727, Cuming County, Nebraska",2641,185,2536,180,2,7,3,6,2,4,0,10,23,24,75,37,0,10,75,37
1400000US31039972800,31039972800,"Census Tract 9728, Cuming County, Nebraska",4362,216,4151,271,41,67,1,2,0,10,0,10,169,143,0,10,0,10,0,10
1400000US31039972900,31039972900,"Census Tract 9729, Cuming County, Nebraska",2137,160,2062,167,0,10,2,4,11,13,0,10,25,27,37,27,4,6,33,26
1400000US31041971700,31041971700,"Census Tract 9717, Custer County, Nebraska",2877,134,2751,140,15,17,0,10,0,10,0,10,10,9,101,24,0,10,101,24
1400000US31041971800,31041971800,"Census Tract 9718, Custer County, Nebraska",2768,137,2726,138,0,10,0,10,0,10,0,10,2,3,40,24,0,10,40,24
1400000US31041971900,31041971900,"Census Tract 9719, Custer County, Nebraska",3848,129,3792,139,0,10,7,11,0,10,0,10,44,54,5,19,0,10,5,19
1400000US31041972000,31041972000,"Census Tract 9720, Custer County, Nebraska",1411,123,1381,127,0,10,2,5,0,10,0,10,3,4,25,22,10,12,15,16
1400000US31043010100,31043010100,"Census Tract 101, Dakota County, Nebraska",6239,439,3348,601,381,280,402,85,296,207,0,14,1593,581,219,208,163,198,56,66
1400000US31043010200,31043010200,"Census Tract 102, Dakota County, Nebraska",6823,436,4556,504,312,281,43,53,118,66,0,14,1768,498,26,34,1,2,25,34
1400000US31043010300,31043010300,"Census Tract 103, Dakota County, Nebraska",4499,246,3638,324,51,59,54,53,263,182,0,10,465,223,28,25,16,19,12,16
1400000US31043010400,31043010400,"Census Tract 104, Dakota County, Nebraska",3308,200,3227,203,0,10,0,10,0,10,0,10,68,43,13,16,0,10,13,16
1400000US31045950600,31045950600,"Census Tract 9506, Dawes County, Nebraska",2659,233,2533,214,45,46,10,17,21,21,0,10,0,10,50,53,0,10,50,53
1400000US31045950700,31045950700,"Census Tract 9507, Dawes County, Nebraska",6517,233,5802,220,152,109,399,127,112,30,0,14,0,14,52,55,12,22,40,50
1400000US31047968000,31047968000,"Census Tract 9680, Dawson County, Nebraska",2601,174,2235,237,31,30,32,31,29,33,0,10,235,190,39,26,3,4,36,26
1400000US31047968100,31047968100,"Census Tract 9681, Dawson County, Nebraska",1672,150,1528,158,0,10,0,10,11,14,0,10,77,67,56,47,17,21,39,42
1400000US31047968200,31047968200,"Census Tract 9682, Dawson County, Nebraska",3651,57,3649,58,0,10,0,10,0,10,0,10,0,10,2,4,0,10,2,4
1400000US31047968300,31047968300,"Census Tract 9683, Dawson County, Nebraska",4051,81,3921,86,4,7,15,17,56,47,0,10,28,41,27,33,0,10,27,33
1400000US31047968400,31047968400,"Census Tract 9684, Dawson County, Nebraska",5247,332,3267,411,266,166,50,47,0,14,0,14,1574,423,90,90,48,67,42,48
1400000US31047968500,31047968500,"Census Tract 9685, Dawson County, Nebraska",5505,303,3692,529,488,168,29,30,0,14,0,14,1259,533,37,34,5,5,32,34
1400000US31047968600,31047968600,"Census Tract 9686, Dawson County, Nebraska",1540,142,1430,128,0,10,7,10,22,29,0,10,6,9,75,79,55,76,20,19
1400000US31049955400,31049955400,"Census Tract 9554, Deuel County, Nebraska",1962,*****,1936,16,7,8,2,3,0,10,0,10,0,10,17,13,7,7,10,9
1400000US31051977600,31051977600,"Census Tract 9776, Dixon County, Nebraska",2678,124,2590,122,9,12,33,20,0,10,0,10,10,9,36,22,0,10,36,22
1400000US31051977800,31051977800,"Census Tract 9778, Dixon County, Nebraska",3304,124,3220,117,10,15,0,10,0,10,0,10,60,37,14,16,0,10,14,16
1400000US31053963600,31053963600,"Census Tract 9636, Dodge County, Nebraska",5139,269,4959,268,52,49,8,8,1,5,0,14,4,6,115,55,0,14,115,55
1400000US31053963700,31053963700,"Census Tract 9637, Dodge County, Nebraska",2705,185,2682,181,0,10,0,10,0,10,0,10,0,10,23,22,0,10,23,22
1400000US31053963800,31053963800,"Census Tract 9638, Dodge County, Nebraska",5139,364,4996,367,1,11,7,13,93,106,0,14,1,3,41,55,1,3,40,55
1400000US31053963900,31053963900,"Census Tract 9639, Dodge County, Nebraska",3728,278,3607,278,43,95,0,10,13,23,0,10,42,70,23,24,0,10,23,24
1400000US31053964000,31053964000,"Census Tract 9640, Dodge County, Nebraska",3432,209,3196,198,0,10,44,68,33,38,0,10,88,118,71,51,5,11,66,49
1400000US31053964100,31053964100,"Census Tract 9641, Dodge County, Nebraska",4260,212,4147,221,1,3,13,42,15,21,0,10,60,95,24,29,0,10,24,29
1400000US31053964200,31053964200,"Census Tract 9642, Dodge County, Nebraska",4014,256,3777,253,29,22,49,51,12,18,0,10,61,57,86,57,24,39,62,39
1400000US31053964300,31053964300,"Census Tract 9643, Dodge County, Nebraska",4915,266,4852,276,0,10,16,23,16,21,0,10,0,10,31,39,0,10,31,39
1400000US31053964400,31053964400,"Census Tract 9644, Dodge County, Nebraska",3258,361,3006,378,5,7,97,153,0,10,51,49,15,23,84,75,0,10,84,75
1400000US31055000200,31055000200,"Census Tract 2, Douglas County, Nebraska",3580,384,2448,321,826,187,17,26,0,10,0,10,112,106,177,92,22,27,155,87
1400000US31055000300,31055000300,"Census Tract 3, Douglas County, Nebraska",2489,266,829,200,1499,263,0,10,15,23,0,10,69,79,77,75,0,10,77,75
1400000US31055000400,31055000400,"Census Tract 4, Douglas County, Nebraska",2538,394,1743,288,100,105,11,19,0,10,0,10,593,395,91,98,49,82,42,49
1400000US31055000500,31055000500,"Census Tract 5, Douglas County, Nebraska",2080,345,1287,291,460,218,14,17,58,87,0,10,236,217,25,21,0,10,25,21
1400000US31055000600,31055000600,"Census Tract 6, Douglas County, Nebraska",1426,266,236,137,851,232,3,6,253,227,0,10,17,20,66,73,43,60,23,37
1400000US31055000700,31055000700,"Census Tract 7, Douglas County, Nebraska",1158,218,118,63,922,208,0,10,0,10,0,10,0,10,118,110,0,10,118,110
1400000US31055000800,31055000800,"Census Tract 8, Douglas County, Nebraska",2040,328,293,156,1352,320,207,246,0,10,0,10,173,205,15,23,0,10,15,23
1400000US31055001100,31055001100,"Census Tract 11, Douglas County, Nebraska",2734,305,567,267,1699,396,0,10,6,14,0,10,5,13,457,218,65,101,392,192
1400000US31055001200,31055001200,"Census Tract 12, Douglas County, Nebraska",2709,422,504,299,1942,295,0,10,0,10,0,10,163,113,100,74,33,37,67,69
1400000US31055001600,31055001600,"Census Tract 16, Douglas County, Nebraska",2351,416,1967,351,83,66,12,16,191,86,29,38,2,4,67,69,10,20,57,66
1400000US31055001800,31055001800,"Census Tract 18, Douglas County, Nebraska",3442,293,2567,314,558,157,38,25,120,94,0,10,83,68,76,52,6,12,70,56
1400000US31055001900,31055001900,"Census Tract 19, Douglas County, Nebraska",1276,185,682,127,349,174,0,10,0,10,0,10,129,167,116,68,44,53,72,48
1400000US31055002000,31055002000,"Census Tract 20, Douglas County, Nebraska",4052,522,2344,472,196,168,51,50,0,10,0,10,1370,671,91,90,91,90,0,10
1400000US31055002100,31055002100,"Census Tract 21, Douglas County, Nebraska",2191,332,1538,337,194,85,53,49,0,10,0,10,378,182,28,36,8,13,20,25
1400000US31055002200,31055002200,"Census Tract 22, Douglas County, Nebraska",1129,215,962,151,0,10,0,10,20,43,0,10,129,147,18,29,0,10,18,29
1400000US31055002300,31055002300,"Census Tract 23, Douglas County, Nebraska",2435,260,2253,273,21,36,5,11,37,42,0,10,96,106,23,29,0,10,23,29
1400000US31055002400,31055002400,"Census Tract 24, Douglas County, Nebraska",3439,456,2412,489,34,40,48,60,0,10,11,18,884,404,50,41,16,25,34,32
1400000US31055002500,31055002500,"Census Tract 25, Douglas County, Nebraska",2620,341,1688,398,111,146,0,10,13,15,0,10,764,327,44,51,11,20,33,41
1400000US31055002600,31055002600,"Census Tract 26, Douglas County, Nebraska",2492,392,1420,356,8,12,70,80,60,67,0,10,909,396,25,38,25,38,0,10
1400000US31055002700,31055002700,"Census Tract 27, Douglas County, Nebraska",2362,328,1179,342,0,10,170,247,0,10,0,10,845,336,168,132,125,121,43,45
1400000US31055002800,31055002800,"Census Tract 28, Douglas County, Nebraska",2985,331,1702,371,45,42,225,225,0,10,0,10,929,292,84,65,48,39,36,46
1400000US31055002900,31055002900,"Census Tract 29, Douglas County, Nebraska",5097,591,2751,580,1476,555,0,14,12,20,0,14,767,356,91,66,66,57,25,26
1400000US31055003000,31055003000,"Census Tract 30, Douglas County, Nebraska",6546,860,3989,596,257,276,0,14,147,183,0,14,1946,874,207,174,175,171,32,37
1400000US31055003100,31055003100,"Census Tract 31, Douglas County, Nebraska",3635,282,2442,520,249,152,58,49,25,39,40,74,678,340,143,130,32,49,111,94
1400000US31055003200,31055003200,"Census Tract 32, Douglas County, Nebraska",2735,392,1348,368,101,67,123,108,6,10,12,19,1125,317,20,22,7,11,13,19
1400000US31055003300,31055003300,"Census Tract 33, Douglas County, Nebraska",2677,286,1713,447,156,112,6,10,0,10,0,10,767,405,35,49,0,10,35,49
1400000US31055003401,31055003401,"Census Tract 34.01, Douglas County, Nebraska",4019,523,3056,474,141,96,71,110,453,403,0,10,172,206,126,108,93,104,33,30
1400000US31055003402,31055003402,"Census Tract 34.02, Douglas County, Nebraska",2529,137,2408,177,13,23,0,10,0,10,0,10,72,115,36,43,0,10,36,43
1400000US31055003500,31055003500,"Census Tract 35, Douglas County, Nebraska",4546,298,3726,375,158,183,208,108,2,4,0,10,316,222,136,129,24,49,112,103
1400000US31055003600,31055003600,"Census Tract 36, Douglas County, Nebraska",4075,249,3640,295,152,118,0,10,169,158,0,10,0,10,114,105,0,10,114,105
1400000US31055003700,31055003700,"Census Tract 37, Douglas County, Nebraska",2552,246,2357,175,79,64,0,10,36,47,0,10,49,57,31,26,0,10,31,26
1400000US31055003800,31055003800,"Census Tract 38, Douglas County, Nebraska",3877,389,2777,356,662,301,18,23,0,10,0,10,242,243,178,164,53,93,125,121
1400000US31055003900,31055003900,"Census Tract 39, Douglas County, Nebraska",2888,502,1349,347,76,52,49,45,151,197,0,10,1191,495,72,84,0,10,72,84
1400000US31055004000,31055004000,"Census Tract 40, Douglas County, Nebraska",2951,432,2253,463,406,192,51,46,40,41,0,10,161,197,40,35,0,10,40,35
1400000US31055004200,31055004200,"Census Tract 42, Douglas County, Nebraska",1764,263,1226,253,100,52,8,12,18,22,0,10,262,188,150,118,89,112,61,51
1400000US31055004300,31055004300,"Census Tract 43, Douglas County, Nebraska",2912,332,2366,354,122,87,10,14,334,168,0,10,68,89,12,18,12,18,0,10
1400000US31055004400,31055004400,"Census Tract 44, Douglas County, Nebraska",1174,110,1093,124,10,13,1,2,32,37,0,10,27,41,11,16,0,10,11,16
1400000US31055004500,31055004500,"Census Tract 45, Douglas County, Nebraska",2997,198,2734,207,93,94,0,10,46,59,0,10,91,127,33,40,9,14,24,37
1400000US31055004600,31055004600,"Census Tract 46, Douglas County, Nebraska",2619,199,2283,232,0,10,71,78,86,59,0,10,116,127,63,56,13,20,50,54
1400000US31055004700,31055004700,"Census Tract 47, Douglas County, Nebraska",2804,216,2618,197,98,66,0,10,33,38,0,10,0,10,55,34,4,10,51,33
1400000US31055004800,31055004800,"Census Tract 48, Douglas County, Nebraska",4852,637,4178,740,320,201,217,196,0,10,0,10,33,54,104,82,0,10,104,82
1400000US31055004900,31055004900,"Census Tract 49, Douglas County, Nebraska",4421,514,2791,357,986,403,138,227,165,173,0,10,185,144,156,113,10,12,146,111
1400000US31055005000,31055005000,"Census Tract 50, Douglas County, Nebraska",3902,542,2781,428,652,314,0,10,232,139,0,10,122,123,115,89,12,20,103,88
1400000US31055005100,31055005100,"Census Tract 51, Douglas County, Nebraska",2493,405,1302,367,756,203,136,114,58,55,0,10,156,143,85,72,0,10,85,72
1400000US31055005200,31055005200,"Census Tract 52, Douglas County, Nebraska",1468,259,353,161,753,190,80,79,167,178,0,10,22,28,93,80,11,19,82,70
1400000US31055005300,31055005300,"Census Tract 53, Douglas County, Nebraska",2017,278,374,165,1468,280,17,25,6,13,0,10,148,139,4,7,0,10,4,7
1400000US31055005400,31055005400,"Census Tract 54, Douglas County, Nebraska",3219,478,1480,373,1434,293,31,38,83,76,0,10,168,229,23,26,0,10,23,26
1400000US31055005500,31055005500,"Census Tract 55, Douglas County, Nebraska",5089,303,4583,334,183,125,19,27,49,47,9,15,153,156,93,110,17,29,76,88
1400000US31055005600,31055005600,"Census Tract 56, Douglas County, Nebraska",4837,421,3837,430,603,321,60,71,0,10,0,10,28,45,309,180,86,95,223,140
1400000US31055005700,31055005700,"Census Tract 57, Douglas County, Nebraska",4214,311,2887,310,896,239,50,81,0,10,24,34,62,77,295,169,29,32,266,160
1400000US31055005800,31055005800,"Census Tract 58, Douglas County, Nebraska",3987,407,2241,294,1120,280,70,76,222,190,0,10,61,80,273,179,16,20,257,176
1400000US31055005901,31055005901,"Census Tract 59.01, Douglas County, Nebraska",2214,321,563,158,1334,276,24,34,73,108,0,10,0,10,220,131,11,17,209,126
1400000US31055005902,31055005902,"Census Tract 59.02, Douglas County, Nebraska",1950,450,309,162,1607,493,0,10,0,10,0,10,0,10,34,53,0,10,34,53
1400000US31055006000,31055006000,"Census Tract 60, Douglas County, Nebraska",4008,471,1195,352,2358,455,45,48,43,73,0,10,211,228,156,124,12,19,144,124
1400000US31055006101,31055006101,"Census Tract 61.01, Douglas County, Nebraska",2047,342,341,117,1457,347,10,17,2,5,0,10,25,32,212,231,9,15,203,230
1400000US31055006102,31055006102,"Census Tract 61.02, Douglas County, Nebraska",4164,524,1379,429,2410,381,0,10,88,153,0,10,59,54,228,141,14,21,214,133
1400000US31055006202,31055006202,"Census Tract 62.02, Douglas County, Nebraska",4546,457,2543,353,1633,371,47,57,65,63,0,10,126,91,132,94,0,10,132,94
1400000US31055006301,31055006301,"Census Tract 63.01, Douglas County, Nebraska",2584,218,978,174,1431,181,16,26,0,10,0,10,30,63,129,105,0,10,129,105
1400000US31055006302,31055006302,"Census Tract 63.02, Douglas County, Nebraska",4508,411,1294,291,2236,305,19,23,187,146,0,10,16,27,756,464,122,194,634,387
1400000US31055006303,31055006303,"Census Tract 63.03, Douglas County, Nebraska",2957,321,1382,266,1082,346,26,40,51,57,0,10,11,16,405,336,0,10,405,336
1400000US31055006400,31055006400,"Census Tract 64, Douglas County, Nebraska",4861,353,4467,423,138,152,10,14,106,114,0,10,0,10,140,118,0,10,140,118
1400000US31055006503,31055006503,"Census Tract 65.03, Douglas County, Nebraska",2699,192,2377,174,139,102,0,10,0,10,0,10,35,40,148,130,0,10,148,130
1400000US31055006504,31055006504,"Census Tract 65.04, Douglas County, Nebraska",3437,232,2796,272,434,271,0,10,14,16,0,10,131,195,62,47,0,10,62,47
1400000US31055006505,31055006505,"Census Tract 65.05, Douglas County, Nebraska",1927,178,1371,150,477,143,0,10,0,10,0,10,78,90,1,4,0,10,1,4
1400000US31055006506,31055006506,"Census Tract 65.06, Douglas County, Nebraska",3615,374,1564,271,1431,344,13,16,278,213,0,10,54,40,275,194,39,52,236,168
1400000US31055006602,31055006602,"Census Tract 66.02, Douglas County, Nebraska",5762,422,5075,413,390,199,0,14,196,186,0,14,12,21,89,81,0,14,89,81
1400000US31055006603,31055006603,"Census Tract 66.03, Douglas County, Nebraska",2833,432,1768,281,911,318,26,34,66,82,0,10,10,14,52,62,0,10,52,62
1400000US31055006604,31055006604,"Census Tract 66.04, Douglas County, Nebraska",3972,271,3266,279,225,142,0,10,152,132,0,10,60,61,269,171,16,23,253,178
1400000US31055006701,31055006701,"Census Tract 67.01, Douglas County, Nebraska",3824,287,3258,288,224,159,0,10,266,168,0,10,0,10,76,46,12,18,64,46
1400000US31055006703,31055006703,"Census Tract 67.03, Douglas County, Nebraska",3176,294,2534,318,157,135,2,4,238,167,0,10,54,68,191,167,0,10,191,167
1400000US31055006704,31055006704,"Census Tract 67.04, Douglas County, Nebraska",1598,136,1556,144,0,10,0,10,37,33,0,10,0,10,5,8,0,10,5,8
1400000US31055006803,31055006803,"Census Tract 68.03, Douglas County, Nebraska",1940,116,1807,153,76,69,0,10,0,10,0,10,0,10,57,67,39,61,18,31
1400000US31055006804,31055006804,"Census Tract 68.04, Douglas County, Nebraska",1527,127,1433,145,0,10,0,10,10,16,0,10,10,14,74,57,12,17,62,52
1400000US31055006805,31055006805,"Census Tract 68.05, Douglas County, Nebraska",3329,184,3158,210,2,5,0,10,93,78,0,10,11,17,65,57,0,10,65,57
1400000US31055006806,31055006806,"Census Tract 68.06, Douglas County, Nebraska",2579,259,2147,273,78,53,18,29,240,134,0,10,25,33,71,76,0,10,71,76
1400000US31055006903,31055006903,"Census Tract 69.03, Douglas County, Nebraska",2575,217,2394,188,60,93,0,10,50,45,0,10,40,36,31,27,0,10,31,27
1400000US31055006904,31055006904,"Census Tract 69.04, Douglas County, Nebraska",3883,262,3729,248,10,15,2,3,63,60,0,10,31,42,48,43,0,10,48,43
1400000US31055006905,31055006905,"Census Tract 69.05, Douglas County, Nebraska",1820,137,1570,187,47,55,6,10,12,12,0,10,85,104,100,88,0,10,100,88
1400000US31055006906,31055006906,"Census Tract 69.06, Douglas County, Nebraska",3352,227,3258,235,62,83,0,10,0,10,0,10,0,10,32,39,14,23,18,31
